density,target_class
1.171875,1
2.109375,1
1.26953125,1
1.59375,1
1.875,1
1.52734375,1
2.05859375,1
0.890625,1
1.5625,1
1.953125,1
2.89453125,1
2.8125,1
1.59375,1
2.40625,1
2.0390625,1
6.0859375,1
2.1484375,1
1.3125,1
1.6875,1
1.171875,1
2.578125,1
2.78515625,1
3.0078125,1
1.79296875,1
2.109375,1
1.9375,1
1.6875,1
1.71875,1
2.3203125,1
2.05859375,1
1.6875,1
1.55859375,1
1.23046875,1
1.3359375,1
1.953125,1
1.5625,1
1.85546875,1
1.59375,1
1.0390625,1
1.125,1
1.3125,1
0.80859375,1
1.1953125,1
1.6875,1
1.2578125,1
1.171875,1
1.96875,1
1.125,1
2.06640625,1
1.1953125,1
1.1953125,1
1.3359375,1
1.0390625,1
1.0625,1
1.0546875,1
1.0546875,1
1.70703125,1
1.4765625,1
1.171875,1
1.52734375,1
1.6328125,1
1.015625,1
1.72265625,1
1.8046875,1
1.328125,1
1.1875,1
0.96484375,1
1.6328125,1
0.796875,1
1.5625,1
1.25,1
1.328125,1
1.26171875,1
0.99609375,1
0.875,1
0.84375,1
0.9375,1
1.0625,1
0.99609375,1
1.40625,1
1.484375,1
1.1484375,1
1.11328125,1
1.0625,1
1.3359375,1
4.94140625,1
1.546875,1
0.99609375,1
0.796875,1
0.9296875,1
1.09375,1
1.109375,1
1.4609375,1
1.2890625,1
1.1875,1
6.234375,1
1.375,1
1.6875,1
1.5,1
1.4375,1
1.3125,1
1.5625,1
1.0625,1
2.234375,1
3.80859375,1
1.640625,1
7.171875,1
1.96875,1
2.05078125,1
2.6953125,1
1.171875,1
1.375,1
1.3125,1
0.984375,1
1.39453125,1
6.109375,1
0.984375,1
1.40625,1
2.90625,1
1.875,1
2.03125,1
1.828125,1
9.3515625,1
1.4765625,1
1.8046875,1
1.9296875,1
1.1953125,1
1.23046875,1
1.0390625,1
3.28125,1
1.4609375,1
0.96484375,1
1.09375,1
0.96484375,1
1.6875,1
3.80859375,1
3.48046875,1
1.375,1
1.6328125,1
1.375,1
1.1484375,1
0.8125,1
0.90234375,1
0.80859375,1
0.796875,1
0.96484375,1
1.09375,1
1.6875,1
0.96484375,1
1.171875,1
1.5234375,1
1.7265625,1
1.015625,1
0.8203125,1
1.0546875,1
1.125,1
1.171875,1
0.9140625,1
5.71875,1
6.4453125,1
0.859375,1
0.859375,1
1.375,1
1.25,1
1.1875,1
0.9375,1
1.125,1
1.1484375,1
1.203125,1
1.328125,1
1.546875,1
1.1171875,1
0.8125,1
1.5625,1
1.171875,1
1.0546875,1
1.34765625,1
0.984375,1
1.1171875,1
0.9375,1
2.3203125,1
0.9375,1
0.90234375,1
0.81640625,1
1.4609375,1
1.171875,1
0.890625,1
0.96484375,1
1.1953125,1
1.375,1
1.859375,1
0.984375,1
1.0546875,1
0.890625,1
1.26953125,1
1.06640625,1
0.984375,1
0.84375,1
1.171875,1
0.8125,1
1.06640625,1
0.890625,1
0.99609375,1
1.25,1
1,1
5.4140625,1
5.41796875,1
0.86328125,1
1.34765625,1
2.19140625,1
3.7109375,1
14.4140625,1
0.87890625,1
1.015625,1
13.609375,1
7.13671875,1
2.37890625,1
2.60546875,1
0.9296875,1
1.79296875,1
6.1171875,1
6.66015625,1
19.77734375,1
10.421875,1
1.328125,1
0.9375,1
13.1484375,1
9.5,1
8.125,1
7.75,1
8.0859375,1
4.5703125,1
1.09375,1
1.5234375,1
2.390625,1
8.9609375,1
1.265625,1
0.99609375,1
0.8203125,1
0.875,1
8.625,1
16.328125,1
2.1328125,1
0.87890625,1
0.94921875,1
7.734375,1
2.3203125,1
6.3984375,1
1.67578125,1
0.9375,1
2.015625,1
1.59375,1
3.8828125,1
0.859375,1
1.4609375,1
2.8125,1
7.3828125,1
5.5078125,1
0.796875,1
9.44921875,1
6.5078125,1
4.640625,1
1.59375,1
1.09375,1
1.4765625,1
1.9140625,1
1.1875,1
0.9765625,1
2.078125,1
1.5625,1
2.25,1
0.9453125,1
1.21875,1
4.265625,1
0.81640625,1
1.125,1
6.78125,1
2.921875,1
3.69140625,1
0.9375,1
1.06640625,1
1.078125,1
0.859375,1
1.03125,1
1.328125,1
0.96484375,1
1.4765625,1
4.875,1
3.57421875,1
0.8125,1
1.828125,1
1.12890625,1
1.3125,1
1.09375,1
5.46875,1
2.05078125,1
2.5390625,1
2.0234375,1
8.203125,1
3.125,1
1.0390625,1
1.171875,1
2.2265625,1
2.44921875,1
1.484375,1
1.625,1
0.859375,1
0.9140625,1
2.625,1
1.2890625,1
1.34765625,1
1.87890625,1
0.98828125,1
4.72265625,1
1.09375,1
0.8203125,1
3.14453125,1
15.4375,1
3.4140625,1
0.9140625,1
25.23828125,1
21.6796875,1
1.7578125,1
1.96875,1
0.84375,1
2.578125,1
4.53125,1
6.2890625,1
4.359375,1
9.21875,1
1.87890625,1
5.375,1
2.96875,1
7.3828125,1
1.6171875,1
1.41796875,1
0.8125,1
0.80859375,1
0.9296875,1
21.65625,1
0.8671875,1
20,1
1.953125,1
3.9609375,1
1.1484375,1
16.078125,1
23.4609375,1
3.45703125,1
6.05859375,1
5.125,1
12,1
2.515625,1
0.875,1
13.359375,1
6.640625,1
2.24609375,1
2.203125,1
3.86328125,1
6.375,1
2.1875,1
1.03125,1
4.11328125,1
10.18359375,1
4.23828125,1
3.59375,1
25.13671875,1
12.65625,1
16.6640625,1
14.4453125,1
4.921875,1
2.24609375,1
4.51171875,1
3.8515625,1
1.1171875,1
14,1
14.2734375,1
17.109375,1
2.60546875,1
1.5234375,1
1.21875,1
1.98046875,1
20.41015625,1
4.984375,1
1.16796875,1
2.109375,1
8.25,1
7.109375,1
3.4375,1
11.19921875,1
12.3046875,1
11.3828125,1
2.578125,1
12,1
1.828125,1
7.6875,1
1.484375,1
12.30078125,1
7.3828125,1
4.76953125,1
13.7109375,1
19.3359375,1
12.96875,1
0.984375,1
4.3125,1
4.921875,1
1.890625,1
3.9375,1
1.34375,1
13.1328125,1
2.53125,1
8.98828125,1
6.21484375,1
15.36328125,1
18.3046875,1
12.46875,1
3.1796875,1
9.73046875,1
1.546875,1
12.0078125,1
1.46484375,1
8.83984375,1
22.046875,1
14.765625,1
12.796875,1
3.48046875,1
2.51953125,1
1.953125,1
24.5,1
3.85546875,1
12.375,1
7.421875,1
12.62890625,1
6.6796875,1
17.015625,1
25.1484375,1
2.4375,1
2.4375,1
8.75,1
1.2578125,1
15.9375,1
13.203125,1
0.8125,1
0.8125,1
1.69921875,1
1.55859375,1
5.7109375,1
5.25,1
19.59375,1
4.375,1
3.9375,1
2.875,1
1.890625,1
1.640625,1
6.9609375,1
16.48828125,1
1.859375,1
24.640625,1
11.8125,1
4.296875,1
4.3359375,1
5.46875,1
2.5390625,1
1.0546875,1
5.625,1
11.19921875,1
11.40625,1
1.9765625,1
6.0703125,1
7.734375,1
16.6875,1
9.9296875,1
13.40625,1
0.86328125,1
9.84375,1
18.4375,1
4.1171875,1
5.671875,1
1.11328125,1
4.11328125,1
14.98046875,1
1.125,1
20.015625,1
1.0625,1
2.3203125,1
0.9375,1
4.484375,1
10.46484375,1
17.58984375,1
16.7578125,1
1.5,1
1.640625,1
19.67578125,1
5.140625,1
2.99609375,1
1.75,1
7.921875,1
0.86328125,1
0.9765625,1
2.953125,1
7.3828125,1
17.2734375,1
2.109375,1
8.125,1
1.40625,1
1.4609375,1
4.96875,1
3.28125,1
2.296875,1
15.4375,1
15.36328125,1
13.97265625,1
2.15625,1
21.38671875,1
4.046875,1
3.5625,1
1.52734375,1
1.015625,1
3.671875,1
1.67578125,1
8.81640625,1
9.0390625,1
1.0546875,1
0.80859375,1
0.84375,1
5.58984375,1
2.83203125,1
3.1640625,1
1.9296875,1
6.46875,1
1.375,1
1.53125,1
1,1
15.734375,1
1.3671875,1
5.25,1
24.9609375,1
3.203125,1
22.6875,1
16.953125,1
3,1
16.7109375,1
2.625,1
18.5625,1
27.24609375,1
17.578125,1
23.58984375,1
3.28125,1
4.640625,1
21.1015625,1
2.4375,1
17.58984375,1
3.25,1
4.3203125,1
6.875,1
7.65625,1
0.8203125,1
1.9375,1
5.5078125,1
16.625,1
4.19921875,1
1.7265625,1
15.99609375,1
3.65625,1
0.98828125,1
7.046875,1
5.625,1
1.9375,1
1.125,1
5.44921875,1
22.6875,1
16.36328125,1
12.9140625,1
1.015625,1
17.2734375,1
5.2109375,1
2.8203125,1
5.1796875,1
5.93359375,1
16.171875,1
18.28125,1
14.61328125,1
8.9609375,1
8.61328125,1
17.40234375,1
3.609375,1
11.8671875,1
1.203125,1
15.50390625,1
1.0625,1
2.5234375,1
9.5625,1
15.52734375,1
3.1640625,1
9.1796875,1
4.6875,1
6.09375,1
6.4453125,1
1.58984375,1
7.0390625,1
1.07421875,1
3.90625,1
1.5234375,1
6.53125,1
4.15625,1
2.53125,1
13.28125,1
10.6484375,1
1.58203125,1
17.21875,1
17,1
1.5859375,1
18.84375,1
11.38671875,1
9.90234375,1
16.046875,1
2.60546875,1
16.1875,1
1.0625,1
4.7265625,1
14,1
5.33203125,1
4.21875,1
2.8203125,1
16.453125,1
18.8671875,1
6.5625,1
19.3359375,1
6.25,1
10.5,1
15.9921875,1
14.0625,1
19.04296875,1
22.25,1
16.7578125,1
18.0625,1
18.28125,1
21.5,1
0.8125,1
2.625,1
3.3515625,1
20.8125,1
3.91015625,1
18.84375,1
6.625,1
1.484375,1
3.7734375,1
6.1875,1
9.4921875,1
14.828125,1
17.7734375,1
18.890625,1
1.5625,1
21,1
0.84375,1
13.8046875,1
1.26953125,1
1.16796875,1
19.46875,1
0.859375,1
0.9375,1
2.109375,1
5.9765625,1
12.0234375,1
1.265625,1
1.24609375,1
9.453125,1
0.9375,1
0.81640625,1
7.90625,1
17.8125,1
14.421875,1
0.9453125,1
4.3125,1
10.78125,1
1.328125,1
5.9375,1
3.25,1
1.3125,1
7.20703125,1
5.625,1
12.09375,1
2.28515625,1
1.16796875,1
1.3125,1
13.6640625,1
12.375,1
2.28515625,1
11.25,1
2.74609375,1
0.9375,1
2.8125,1
9.9609375,1
5.90625,1
8.8359375,1
1.26953125,1
1.39453125,1
2.03125,1
1.76171875,1
1.4765625,1
6.24609375,1
1.3125,1
2.9296875,1
1.015625,1
3.1171875,1
3.28125,1
2.078125,1
3.61328125,1
0.84375,1
12.8125,1
0.8203125,1
2.32421875,1
1.09375,1
0.98828125,1
0.796875,1
0.9375,1
11.8203125,1
0.81640625,1
11.875,1
4.98046875,1
8.33203125,1
0.90625,1
1.0625,1
1.11328125,1
0.96484375,1
14.296875,1
0.9375,1
10.3125,1
0.9375,1
12.3515625,1
2.125,1
1.40625,1
3.625,1
1.953125,1
9.75,1
17.265625,1
12.67578125,1
4.51171875,1
8.26171875,1
1.26953125,1
1.203125,1
2.625,1
23.29296875,1
5.46875,1
9.84375,1
14.13671875,1
12.48046875,1
0.875,1
8.4375,1
0.890625,1
6.9609375,1
0.984375,1
1.3359375,1
2.3515625,1
4.0390625,1
26.16796875,1
18,1
5.55078125,1
20.34375,1
3.625,1
3.046875,1
0.859375,1
20.1640625,1
15.8125,1
3.5625,1
1.625,1
4.5703125,1
0.8125,1
11.38671875,1
1.0390625,1
0.94921875,1
1.71875,1
1.3125,1
1.1953125,1
6.875,1
22.37109375,1
4.2890625,1
5.7890625,1
0.9375,1
6.6484375,1
1.6796875,1
1.1875,1
1.21875,1
3.25,1
0.84375,1
18.515625,1
9.9140625,1
12.4609375,1
1.125,1
3.03515625,1
1.171875,1
6.5390625,1
12.796875,1
21.078125,1
9.91015625,1
0.984375,1
2.83203125,1
1.16796875,1
19.37109375,1
1.6875,1
2.5234375,1
12.55078125,1
2.078125,1
1.5625,1
9.16015625,1
2.2265625,1
2.78515625,1
1.71875,1
8.0859375,1
4.4921875,1
2.625,1
1,1
9.66796875,1
15.3984375,1
2.9453125,1
8.625,1
1.875,1
2.734375,1
5.2109375,1
2.9453125,1
4.3125,1
7.3828125,1
13.40625,1
7.875,1
1.3671875,1
9.6796875,1
2.7421875,1
4.22265625,1
2.3359375,1
8.59765625,1
1.53125,1
6.234375,1
8.3671875,1
3.4453125,1
23.15625,1
3.828125,1
6.1171875,1
1.0546875,1
4.625,1
7.3671875,1
4.0390625,1
1.0390625,1
6.5625,1
9.140625,1
11.19921875,1
2.890625,1
4.48046875,1
2.34375,1
5.75,1
3.3984375,1
6.875,1
2.42578125,1
7.3125,1
2.3359375,1
3.69140625,1
6.109375,1
2.7421875,1
3.61328125,1
1.26171875,1
5.9296875,1
4.1015625,1
3.875,1
5.46875,1
4.53125,1
6.3828125,1
3.09375,1
1.4609375,1
2.234375,1
3.86328125,1
5.84375,1
4.375,1
8.8046875,1
1.24609375,1
6.71875,1
7.89453125,1
4.78125,1
3.375,1
4.00390625,1
17.796875,1
4.046875,1
5.71875,1
4.921875,1
4.78125,1
10.20703125,1
3.1484375,1
5.203125,1
6.328125,1
4.625,1
3.1640625,1
4.00390625,1
2.875,1
4.25390625,1
12.203125,1
4.58984375,1
2.03125,1
4.453125,1
12.5,1
19.078125,1
6.9375,1
3.25,1
5.0625,1
4.640625,1
2.671875,1
3.1484375,1
4.296875,1
3.859375,1
8.5078125,1
1.70703125,1
5.92578125,1
1.21875,1
9.75,1
4.671875,1
1.0390625,1
5.5703125,1
4.84375,1
2.953125,1
4.5,1
0.984375,1
4.25,1
2.3359375,1
4.48046875,1
3.86328125,1
5.92578125,1
1.0546875,1
11.3203125,1
6.1875,1
2.96484375,1
2.90625,1
4.453125,1
3.453125,1
3.65625,1
6,1
7.08203125,1
3.390625,1
3.25,1
6.796875,1
3.26953125,1
2.34375,1
6.5703125,1
6.05859375,1
4.0078125,1
5.640625,1
18.046875,1
5.28515625,1
7.8671875,1
6.21484375,1
6.1875,1
13.3671875,1
5.2734375,1
3.6953125,1
10.140625,1
3.3984375,1
4.3359375,1
3.75390625,1
2.60546875,1
3.6328125,1
6.6796875,1
6.375,1
3.8515625,1
4.21875,1
3.1875,1
1.5234375,1
9.828125,1
3.875,1
3.51171875,1
3.90234375,1
2.54296875,1
2.109375,1
1.7578125,1
5.1796875,1
6.22265625,1
4.48046875,1
6.9375,1
0.859375,1
6.4453125,1
2.8359375,1
0.984375,1
1.265625,1
2.8203125,1
3.02734375,1
1.59375,1
13.78125,1
3.1484375,1
2.53125,1
2.296875,1
2.734375,1
2.84765625,1
3.984375,1
3.46875,1
3.3515625,1
2.15625,1
2.8359375,1
4.484375,1
2.34375,1
0.81640625,1
5.078125,1
4.96484375,1
2.296875,1
6.05859375,1
5.9765625,1
4.5,1
2.34375,1
2.578125,1
1.26953125,1
1.9296875,1
5.125,1
3.73828125,1
3.80859375,1
5.80078125,1
5.90625,1
6.79296875,1
3.828125,1
1.39453125,1
2.890625,1
4.984375,1
4.984375,1
6.7734375,1
4.00390625,1
3.04296875,1
0.875,1
1.875,1
5.5,1
6.3984375,1
1.41796875,1
3.5234375,1
4.3125,1
1.484375,1
6.0546875,1
5.90625,1
12.0234375,1
3.6953125,1
3.7578125,1
5.8125,1
3.5,1
1.859375,1
2.515625,1
1.7578125,1
1.1171875,1
5.328125,1
4.640625,1
9.8828125,1
6.609375,1
1.65234375,1
4.3828125,1
2.6640625,1
4.75,1
3.953125,1
2.8203125,1
4.6875,1
4.8046875,1
2.6953125,1
1.06640625,1
5.578125,1
2.234375,1
5.33203125,1
2.7421875,1
0.875,1
2.5,1
3.02734375,1
2.63671875,1
1.01171875,1
2.59765625,1
2.21484375,1
3.4375,1
1.09375,1
3.9375,1
4.64453125,1
4.76953125,1
3.515625,1
5.69140625,1
4.96875,1
6.5625,1
2.3359375,1
2.109375,1
2.53125,1
1.25,1
8.81640625,1
4.875,1
4.921875,1
2.2265625,1
1.06640625,1
2.9453125,1
1.1875,1
4.625,1
6.53125,1
9.453125,1
5.77734375,1
5.0625,1
4.125,1
6.359375,1
3.48046875,1
1.70703125,1
0.8984375,1
1.78125,1
2.1328125,1
2.0625,1
1.9765625,1
1.96875,1
1.70703125,1
5.44921875,1
4.48046875,1
4.75,1
5.02734375,1
4.53515625,1
2.109375,1
2.96484375,1
4.1640625,1
4.58203125,1
2.9296875,1
6.7734375,1
6.0703125,1
7.21875,1
4.4921875,1
4.1015625,1
5.84375,1
4.921875,1
1.28125,1
1.0390625,1
6.328125,1
6.69921875,1
3.59375,1
0.80078125,1
5.2421875,1
2.24609375,1
1.484375,1
1.96875,1
0.9765625,1
1.11328125,1
4.125,1
5.15625,1
1.58203125,1
6.9375,1
11.25,1
2.96484375,1
1.6875,1
1.1484375,1
2.6640625,1
3.75390625,1
2.7421875,1
3.84375,1
3.7109375,1
0.79296875,1
5.15625,1
5.1796875,1
7.6171875,1
7.125,1
2.7421875,1
0.84375,1
3.1796875,1
2.734375,1
2.0625,1
3.4453125,1
2.42578125,1
12.3046875,1
4.3828125,1
4.6015625,1
2.2265625,1
6.359375,1
14,1
3.625,1
1.375,1
1.9296875,1
4.40234375,1
2.70703125,1
7.34375,1
4.640625,1
5.80078125,1
7.86328125,1
1.88671875,1
5.28515625,1
9.84375,1
4.375,1
5.2734375,1
2.24609375,1
1.5625,1
15.703125,1
1.640625,1
1.1484375,1
0.984375,1
5.93359375,1
1.0625,1
8.3828125,1
1.6796875,1
1.21875,1
3.57421875,1
4.640625,1
2.953125,1
4.640625,1
4.875,1
2.87109375,1
0.9375,1
3.75,1
3.953125,1
7.37109375,1
2.8125,1
4.6875,1
5.625,1
3.63671875,1
2.71875,1
1.78125,1
1.6328125,1
4.96484375,1
2.625,1
2.515625,1
8.125,1
3.3203125,1
2.1875,1
3.1875,1
1.66015625,1
5.69140625,1
2.515625,1
2.578125,1
1.03125,1
1.015625,1
6.0546875,1
3.25,1
1.93359375,1
2.1875,1
1.875,1
3.515625,1
1.33203125,1
8.4609375,1
2.640625,1
4.375,1
0.9375,1
0.796875,1
0.8203125,1
